County,SalesTax,Location 1
Mcdonald County,0.06225,"Goodman Heights
(38.205002, -120.986099)"
St Charles County,0.0595,"Harvester
(38.747636, -90.583758)"
Texas County,0.061,"Ellis Prairie
(37.4133, -92.039398)"
Perry County,0.061,"Farrar
(31.456699, -96.280602)"
Perry County,0.061,"Frohna
(37.642437, -89.61926)"
St Louis County,0.07113,"Champ
(38.160301, -75.808098)"
St Francois County,0.0935,"Farmington Maple Valley Plaza Cid
(37.550195, -121.980829)"
Scott County,0.05225,"Crowder
(34.173611, -90.135995)"
Carter County,0.05725,"Fremont
(37.550195, -121.980829)"
Franklin County,0.06475,"Gray Summit
(38.491566, -90.814776)"
Pettis County,0.05725,"Georgetown
(38.209947, -84.559769)"
Clay County,0.05225,"Glenaire
(38.0658, -78.6289)"
Buchanan County,0.07325,"Dearborn
(42.322141, -83.17594)"
Polk County,0.076,"Fair Play
(39.223074, -105.99923)"
St Louis County,0.07613,"Charlack
(38.705363, -90.343035)"
St Louis County,0.08988,"Eureka Eureka Pointe Cid
(41.088577, -76.517301)"
St Louis County,0.07613,"Flordell Hills
(38.719832, -90.264846)"
Cape Girardeau County,0.05225,"Friedheim
(37.57, -89.82)"
Scott County,0.05225,"Fornfelt
(37.296592, -78.394282)"
Christian County,0.05975,"Chestnutridge
(41.08423, -74.056229)"
Henry County,0.07175,"Clinton
(41.838935, -90.190747)"
St Louis County,0.09363,"Florissant (t1) Shoppes At Cross Keys Tdd
(38.789013, -90.322755)"
Ray County,0.07225,"Crystal Lakes
(39.891285, -84.026099)"
Jackson County,0.056,"Green Valley
(34.617645, -118.403439)"
St Charles County,0.0795,"Dardenne Prairie Dardenne Town Square Tdd
(35.223419, -93.156601)"
St Louis County,0.08863,"Country Club Hills
(41.568172, -87.713766)"
Nodaway County,0.06225,"Guilford
(41.281228, -72.681651)"
Pike County,0.07225,"Clarksville
(38.307802, -85.768909)"
Jackson County,0.091,"Grandview 71 Hwy And 150 Hwy Tdd
(47.925705, -97.036068)"
Ray County,0.07225,"Hardin
(45.731324, -107.613443)"
St Louis County,0.07613,"Cool Valley
(38.724981, -90.303971)"
St Louis County,0.08863,"Country Club Hills (t1)
(38.526099, -89.133204)"
Dunklin County,0.06225,"Clarkton
(34.490809, -78.654208)"
Monroe County,0.05725,"Duncans Bridge
(39.5756, -92.263603)"
St Louis County,0.08363,"Florissant (x7)
(38.789013, -90.322755)"
Boone County,0.08475,"Columbia Cross Creek Tdd
(39.962649, -82.996216)"
St Louis County,0.08988,"Eureka Eureka Commercial Park Tdd
(41.088577, -76.517301)"
Boone County,0.06975,"Harrisburg
(40.259572, -76.881821)"
Harrison County,0.07475,"Gilman City
(40.143375, -93.875237)"
Jasper County,0.072,"Duenweg
(37.082441, -94.412295)"
Laclede County,0.06913,"Conway
(35.091798, -92.4367)"
Stoddard County,0.06413,"Essex
(39.309613, -76.478489)"
Nodaway County,0.06225,"Clearmont
(44.638949, -106.38135)"
Polk County,0.056,"Goodson
(37.7019, -93.251404)"
St Louis County,0.08363,"Ellisville (x2)
(40.661927, -74.211653)"
St Louis County,0.08613,"Cool Valley University Place Tdd
(41.505546, -81.6915)"
Benton County,0.06225,"Fristoe
(38.116769, -93.275929)"
Audrain County,0.0785,"Farber
(39.275732, -91.576606)"
Cass County,0.07975,"Garden City
(37.974981, -100.858646)"
Pulaski County,0.07475,"Crocker
(45.106186, -97.782459)"
St Louis County,0.08363,"Florissant (x10)
(38.789013, -90.322755)"
Moniteau County,0.07225,"Clarksburg
(39.283308, -80.351446)"
St Francois County,0.0635,"Frankclay
(37.865849, -90.614694)"
Ripley County,0.08225,"Doniphan
(36.623486, -90.824002)"
Douglas County,0.05725,"Drury
(42.652199, -72.9981)"
Jefferson County,0.0685,"Fletcher
(44.683353, -72.914276)"
Reynolds County,0.05725,"Garwood
(40.651847, -74.322182)"
Ripley County,0.06225,"Fairdealing
(36.662634, -90.617295)"
Vernon County,0.05225,"Harwood
(38.865799, -76.6203)"
St Louis County,0.09863,"Country Club Hills (t1) Lucas & Hunt/chandler Tdd
(38.526099, -89.133204)"
Camden County,0.05475,"Hillhouse Addition
(37.860298, -92.419403)"
Pemiscot County,0.08225,"Hayti Heights
(36.234133, -89.769623)"
St Francois County,0.0835,"Farmington
(36.748146, -108.173377)"
St Louis County,0.08863,"Creve Coeur Olive Graeser Tdd
(27.796416, -97.404131)"
Macon County,0.0685,"Ethel
(37.996101, -76.781097)"
Dekalb County,0.05725,"Fairport
(43.098535, -77.441969)"
Polk County,0.056,"Goodnight Village
(30.182875, -96.937285)"
Bates County,0.05225,"Foster
(45.460366, -96.672344)"
Holt County,0.06725,"Corning
(42.141185, -77.05306)"
Buchanan County,0.05825,"De Kalb
(41.929921, -88.751347)"
Crawford County,0.061,"Davisville
(41.6133, -71.4758)"
Boone County,0.086,"Columbia Rock Bridge Center Tdd
(39.962649, -82.996216)"
Lewis County,0.086,"Ewing
(40.2659, -74.819239)"
Boone County,0.086,"Columbia Conley Road Tdd
(39.962649, -82.996216)"
St Louis County,0.08363,"Creve Coeur Olive Blvd Tdd
(27.796416, -97.404131)"
St Louis County,0.08113,"Eureka (x4)
(36.402677, -93.735957)"
Barry County,0.06225,"Eagle Rock
(37.640598, -79.801399)"
St Louis County,0.09613,"Crestwood Sappington Square Cid
(42.231746, -88.333549)"
St Louis County,0.08613,"Glendale
(34.148138, -118.246437)"
Boone County,0.076,"Hallsville
(32.504286, -94.57575)"
Livingston County,0.08225,"Chillicothe Stoneybrooke Cid
(46.719609, -92.46117)"
Polk County,0.056,"Flemington
(40.512133, -74.859132)"
Christian County,0.05975,"Elkhead
(43.540798, -123.183899)"
Dade County,0.08475,"Everton
(39.562801, -85.089699)"
Adair County,0.071,"Greentop
(40.351554, -92.563425)"
Jefferson County,0.0885,"Herculaneum
(38.2585, -90.392294)"
Clay County,0.081,"Kansas City
(39.099792, -94.578559)"
Clay County,0.091,"Kansas City North Oak Village Cid
(39.099792, -94.578559)"
Jackson County,0.0835,"Raytown
(38.99438, -94.46636)"
Dallas County,0.06225,"Long Lane
(37.611604, -92.90822)"
Camden County,0.07475,"Osage Beach
(38.147413, -92.621399)"
Sullivan County,0.07975,"Milan
(41.442661, -90.564161)"
St Louis City,0.10679,"St Louis Residence Inn Downtown St Louis Cid And Residence Inn Downtown St Louis Tdd
(38.630276, -90.200309)"
St Louis County,0.08363,"St John (t8)
(37.65568, -122.412482)"
Wright County,0.056,"Manes
(37.380001, -92.366699)"
St Louis County,0.08363,"Sunset Hills
(38.542262, -90.419905)"
Christian County,0.08975,"Ozark Hwy J & 17th St Cid
(42.885145, -87.908341)"
St Francois County,0.091,"Park Hills
(37.850971, -90.520261)"
Taney County,0.08725,"Hollister Southtowne Cid
(41.613652, -90.17349)"
St Francois County,0.0885,"Leadington
(37.83972, -90.490071)"
Scott County,0.08225,"Sikeston
(36.881087, -89.586197)"
Clay County,0.07225,"Kearney
(40.701497, -99.082969)"
St Charles County,0.0695,"Portage Des Sioux
(38.924209, -90.34453)"
Jasper County,0.0795,"Joplin 1717 Market Place Tdd
(37.087628, -94.512248)"
Washington County,0.08725,"Potosi
(37.936261, -90.787827)"
Macon County,0.0785,"New Cambria
(38.8791, -97.504989)"
Franklin County,0.08975,"St Clair
(40.720476, -76.192119)"
New Madrid County,0.06225,"Tallapoosa
(33.744361, -85.288138)"
Cass County,0.0885,"Kansas City
(39.099792, -94.578559)"
Jackson County,0.07975,"Independence 39th Street Tdd
(37.232351, -95.706596)"
Lafayette County,0.0585,"Lake Lafayette
(38.948908, -93.968469)"
St Louis City,0.09679,"St Louis Merchants Laclede Tdd
(38.630276, -90.200309)"
St Charles County,0.0595,"Orchard Farm
(38.878601, -90.446098)"
Miller County,0.05725,"Olean
(42.077495, -78.429849)"
St Clair County,0.04725,"Roscoe
(40.079844, -79.864143)"
Putnam County,0.06225,"Livonia
(42.39709, -83.36961)"
Mcdonald County,0.06225,"Spring Valley
(38.7794, -120.526703)"
Jackson County,0.0835,"Kansas City Truman Road Cid
(39.099792, -94.578559)"
Adair County,0.0785,"Kirksville
(40.194722, -92.582052)"
Madison County,0.06225,"Millcreek
(47.855021, -122.217399)"
Texas County,0.061,"Roby
(32.745037, -100.377795)"
Crawford County,0.066,"Leasburg
(36.394103, -79.159259)"
Jackson County,0.0885,"Raytown Raytown Square Cid
(39.8083, -75.473099)"
Scott County,0.05225,"Vanduser
(36.990682, -89.686212)"
St Charles County,0.0895,"St Peters Boscherts Landing Tdd
(27.772069, -82.638488)"
Adair County,0.0885,"Kirksville S 63 Corridor Cid
(40.194722, -92.582052)"
Greene County,0.07975,"Strafford Strafford Plaza Cid
(42.108255, -72.079639)"
Osage County,0.06975,"Meta
(38.312985, -92.167298)"
Howard County,0.0685,"Roanoke
(37.270496, -79.940581)"
St Louis County,0.08363,"Sunset Hills (x6)
(42.814219, -73.944103)"
Shelby County,0.07725,"Shelbyville
(38.212255, -85.234475)"
St Louis City,0.09679,"St Louis Washington Ave Tdd
(38.630276, -90.200309)"
St Louis County,0.08363,"Twin Oaks
(35.3125, -118.408897)"
Audrain County,0.0835,"Martinsburg
(39.456216, -77.963914)"
Franklin County,0.06975,"Luebbering
(38.270302, -90.819199)"
Ozark County,0.06725,"Noble
(35.140688, -97.394651)"
Butler County,0.08725,"Poplar Bluff Poplar Bluff Conference Center Tdd
(36.764901, -90.402334)"
Morgan County,0.05725,"Syracuse
(43.047945, -76.147448)"
St Louis County,0.08363,"St John
(38.71766, -90.348665)"
Cape Girardeau County,0.05225,"Shawneetown
(37.718306, -88.185841)"
Monroe County,0.08225,"Monroe City
(41.916455, -83.397536)"
Cass County,0.09225,"Pleasant Hill
(37.948004, -122.060268)"
St Louis City,0.09679,"St Louis Syndicate Trust Cid
(38.630276, -90.200309)"
Texas County,0.061,"Raymondville
(26.482844, -97.781691)"
Lawrence County,0.0785,"Marionville
(37.003058, -93.636776)"
Laclede County,0.07413,"Lebanon
(40.339785, -76.426335)"
Lincoln County,0.06475,"Truxton
(35.48376, -113.563129)"
Macon County,0.0885,"Macon
(32.836038, -83.631709)"
Camden County,0.08475,"Richland
(46.280452, -119.273684)"
Howell County,0.05162,"Pottersville
(40.7136, -74.722198)"
Ozark County,0.06725,"Tecumseh
(35.259726, -96.930413)"
Taney County,0.061,"Ridgedale
(39.4114, -78.735001)"
Bollinger County,0.0585,"Sedgewickville
(37.515638, -89.911197)"
Platte County,0.056,"Lake Waukomis
(39.233737, -94.638159)"
St Louis County,0.07613,"Maryland Heights (x1)
(38.712264, -90.46815)"
Moniteau County,0.06225,"Latham
(42.746899, -73.759399)"
St Louis City,0.09679,"St Louis Cozens Mlk Grand Cid
(38.630276, -90.200309)"
Perry County,0.061,"Lithium
(37.832169, -89.884404)"
Moniteau County,0.06225,"Mcgirk
(38.611099, -92.476097)"
St Charles County,0.0595,"St Paul
(44.943719, -93.094281)"
Washington County,0.07225,"Richwoods
(38.160214, -90.82854)"
Platte County,0.056,"Iatan
(32.3367, -101.128304)"
St Louis County,0.08113,"Valley Park (x5)
(41.478143, -87.055372)"
Cooper County,0.08225,"Pilot Grove
(43.529171, -94.229155)"
Franklin County,0.06475,"Robertsville
(40.345232, -74.296344)"
Boone County,0.05975,"Midway
(38.0275, -78.706703)"
Reynolds County,0.05725,"Redford
(42.399445, -83.298301)"
St Charles County,0.0795,"St Peters
(38.792639, -90.595849)"
St Louis City,0.10679,"St Louis 620 Market Cid & 620 Market Tdd
(38.630276, -90.200309)"
Vernon County,0.05225,"Richards
(30.5375, -95.839203)"
Ozark County,0.06725,"Nottinghill
(36.668587, -92.574325)"
Ste Genevieve County,0.06725,"New Offenburg
(37.9086, -90.197197)"
Carroll County,0.06975,"Norborne
(39.302532, -93.676663)"
Texas County,0.081,"Mountain Grove
(37.130935, -92.263332)"
Wright County,0.06975,"Mansfield
(40.758553, -82.515469)"
Wright County,0.056,"Macomb
(40.459931, -90.671696)"
St Louis County,0.08363,"Jennings (t1)
(38.728641, -90.267433)"
Laclede County,0.05413,"Nebo
(39.443125, -90.787661)"
St Louis County,0.08613,"Shrewsbury
(42.296637, -71.713642)"
Lafayette County,0.0835,"Lexington
(38.046356, -84.497021)"
St Clair County,0.04725,"Taberville
(38.008301, -93.9944)"
Dekalb County,0.05725,"Union Star
(39.979897, -94.598834)"
Platte County,0.056,"Houston Lake
(39.192273, -94.624398)"
Mercer County,0.07475,"Mercer
(41.226891, -80.239974)"
Taney County,0.071,"Taneyville
(36.740327, -93.034245)"
St Charles County,0.0995,"St Charles St Charles Riverfront Cid And St Charles Riverfront Tdd
(37.108284, -113.583277)"
Ozark County,0.08225,"Theodosia
(36.582303, -92.664497)"
Laclede County,0.08413,"Lebanon Lebanon Market Place Cid
(40.339785, -76.426335)"
Butler County,0.06725,"Qulin
(36.592276, -90.247444)"
St Charles County,0.0895,"St Peters Salt Lick Rd Tdd
(27.772069, -82.638488)"
Clay County,0.07475,"Independence
(37.232351, -95.706596)"
St Louis County,0.08613,"Rock Hill (t4)
(40.611777, -79.83529)"
Mississippi County,0.08225,"Miner
(45.1992, -110.907799)"
Linn County,0.06225,"Purdin
(39.949624, -93.166381)"
Vernon County,0.05225,"Montevallo
(33.100335, -86.863057)"
Daviess County,0.06225,"Jameson
(40.005028, -93.987154)"
St Louis County,0.08363,"Sunset Hills (x4)
(42.814219, -73.944103)"
Boone County,0.05975,"Mcbaine
(38.887005, -92.446541)"
Newton County,0.0535,"Newtonia
(36.877959, -94.184948)"
Greene County,0.101,"Springfield Downtown Springfield Cid And College Station Cid And Heers Tower Cid And Heers Tower Tdd
(39.79936, -89.643624)"
Saline County,0.076,"Slater
(35.5494, -119.196404)"
Lincoln County,0.06475,"Olney
(39.152619, -77.066893)"
Scott County,0.05225,"Lambert
(34.201666, -90.280656)"
Pettis County,0.05225,"Houstonia
(38.898063, -93.359544)"
Moniteau County,0.06225,"Jamestown
(37.201679, -76.761946)"
Greene County,0.086,"Springfield Shoppes At James River Cid
(39.79936, -89.643624)"
Stone County,0.08975,"Indian Point (village Of)
(39.76845, -86.156212)"
St Louis County,0.08613,"Rock Hill (t3)
(40.611777, -79.83529)"
Bates County,0.05225,"Merwin
(38.403747, -94.592689)"
Scott County,0.06725,"Oran
(42.9781, -75.933296)"
Daviess County,0.07725,"Jamesport
(40.941738, -72.578876)"
Osage County,0.06475,"Rich Fountain
(38.395802, -91.8797)"
Franklin County,0.09975,"Union East Main & Hwy 47 Cid
(37.588887, -122.027693)"
Cass County,0.08225,"Lees Summit
(38.913214, -94.374672)"
St Louis City,0.09679,"St Louis Riverfront Hotel Cid
(38.630276, -90.200309)"
Clay County,0.05225,"Prathersville Vlg
(29.872307, -93.934199)"
St Louis County,0.08613,"Richmond Heights (t3)
(37.540759, -77.433932)"
St Charles County,0.0895,"St Peters Suemandy Mid Rivers Cid
(27.772069, -82.638488)"
Johnson County,0.06475,"Kingsville
(27.506723, -97.855992)"
New Madrid County,0.07225,"Lilbourn
(36.592608, -89.615057)"
Atchison County,0.06475,"Langdon
(48.761159, -98.36514)"
St Louis County,0.08113,"Pacific
(38.7603, -120.506104)"
Randolph County,0.05975,"Renick
(39.342655, -92.410743)"
St Louis County,0.09613,"Normandy University Place Tdd
(35.221051, -97.445943)"
St Louis County,0.07613,"Moline Acres (t1)
(47.509384, -111.190689)"
Jackson County,0.08975,"Kansas City Performing Arts Cid
(39.099792, -94.578559)"
St Charles County,0.0895,"Ofallon Megan Shoppes Tdd
(38.590174, -89.910865)"
Platte County,0.056,"New Market
(38.647907, -78.67173)"
St Louis County,0.09363,"Manchester Manchester Highlands Tdd
(42.990926, -71.463091)"
Daviess County,0.07725,"Pattonsburg
(40.076622, -94.105812)"
Jackson County,0.081,"Lake Lotawana Prairie Township Fire Protection District And Lake Lotawana Cid
(37.384991, -122.107347)"
Ste Genevieve County,0.06725,"Minnith
(37.7981, -90.050003)"
Jackson County,0.0885,"Lees Summit Raintree N Tdd
(37.977093, -103.544031)"
Wayne County,0.05725,"Shook
(37.042801, -90.308899)"
Vernon County,0.05225,"Horton
(44.209999, -123.492203)"
Sullivan County,0.06975,"Newtown
(41.413516, -73.308842)"
St Louis City,0.09679,"St Louis Cheshire Annex Cid
(38.630276, -90.200309)"
Warren County,0.07725,"Truesdale
(42.727159, -95.183694)"
St Louis City,0.09679,"St Louis Railway Exchange Building Cid
(38.630276, -90.200309)"
Newton County,0.0785,"Neosho
(36.858215, -94.383379)"
Clay County,0.081,"Liberty
(39.244739, -94.418465)"
Stone County,0.08475,"Kimberling City
(36.640099, -93.421494)"
St Charles County,0.0895,"St Charles Veterans Memorial Parkway Cid
(37.108284, -113.583277)"
Ralls County,0.06725,"Saverton
(39.655147, -91.315652)"
St Louis County,0.07613,"Maryland Heights
(38.712264, -90.46815)"
New Madrid County,0.08225,"Parma
(41.384498, -81.734664)"
St Charles County,0.0895,"St Charles Zumbehl Road/hwy 94 Cid
(37.108284, -113.583277)"
Franklin County,0.07975,"Pacific
(38.7603, -120.506104)"
Bollinger County,0.0785,"Marble Hill
(37.300169, -89.981536)"
St Charles County,0.0895,"St Charles Plaza At Noahs Ark Cid
(37.108284, -113.583277)"
Vernon County,0.05225,"Metz
(36.355, -121.210602)"
Cole County,0.08725,"Jefferson City Commons Of Hazel Hills Tdd
(38.577896, -92.187689)"
Chariton County,0.061,"Mendon
(42.10536, -71.55148)"
Lewis County,0.0835,"La Belle
(26.763857, -81.433517)"
St Francois County,0.096,"Park Hills Park Hills Tdd
(36.052644, -90.505164)"
Nodaway County,0.07725,"Skidmore
(40.287959, -95.077219)"
Wayne County,0.05725,"Lodi
(38.135674, -121.279196)"
Jasper County,0.0545,"Neck City
(37.257842, -94.443389)"
Platte County,0.066,"Riverside
(41.826646, -87.818956)"
St Charles County,0.0795,"New Melle
(38.710703, -90.881077)"
Bates County,0.07225,"Rich Hill
(38.097544, -94.366549)"
Douglas County,0.05725,"Vanzant
(36.969929, -92.303273)"
Montgomery County,0.08475,"New Florence
(40.380699, -79.075096)"
Knox County,0.06725,"Newark
(40.731507, -74.174388)"
St Clair County,0.06975,"Lowry City
(38.140246, -93.718752)"
Dekalb County,0.07475,"Maysville
(41.648707, -90.714575)"
St Louis County,0.09613,"Kirkwood Station Plaza Tdd
(38.583286, -90.406286)"
Barry County,0.07725,"Purdy
(47.389039, -122.626098)"
St Louis County,0.09613,"University City Loop Trolley Tdd
(38.66449, -90.332186)"
Cole County,0.06725,"St Martins
(38.595015, -92.337992)"
Jackson County,0.0885,"Lees Summit New Longview Tdd
(37.977093, -103.544031)"
Howell County,0.05162,"Peace Valley
(36.839125, -91.713798)"
New Madrid County,0.06225,"North Lilbourn
(36.59841, -89.623764)"
Webster County,0.07808,"Niangua
(37.388077, -92.831318)"
St Francois County,0.0735,"Iron Mountain Lake
(37.685676, -90.621813)"
Audrain County,0.0685,"Thompson
(47.773552, -97.107195)"
Cape Girardeau County,0.06975,"Scott City
(37.216516, -89.524645)"
Scott County,0.05225,"New Hamburg
(41.588299, -73.945602)"
Dade County,0.06475,"South Greenfield
(37.375673, -93.841007)"
St Louis County,0.08363,"Jennings (x1)
(38.728641, -90.267433)"
Knox County,0.06725,"Hurdland
(40.15017, -92.3034)"
Harrison County,0.05475,"Martinsville
(36.685391, -79.865477)"
Putnam County,0.076,"Unionville
(40.477011, -93.003093)"
St Louis County,0.07613,"Maryland Heights (x2)
(38.712264, -90.46815)"
Callaway County,0.05725,"Readsville
(38.804401, -91.718903)"
Nodaway County,0.06225,"Parnell
(34.523102, -100.603302)"
St Louis County,0.08363,"St Ann
(38.728141, -90.382218)"
Lincoln County,0.09475,"Troy Lincoln Crossing Cid
(37.4678, -84.1894)"
Lawrence County,0.0735,"Mount Vernon
(38.317612, -88.904734)"
Johnson County,0.06475,"Latour
(38.634621, -94.102056)"
St Louis County,0.08113,"Valley Park (x4)
(41.478143, -87.055372)"
Wright County,0.076,"Norwood
(42.194847, -71.20038)"
Jasper County,0.0545,"La Russell
(37.141441, -94.06179)"
Cole County,0.07725,"Jefferson City
(38.577896, -92.187689)"
Platte County,0.086,"Platte City Platte City Market Cid
(44.699668, -73.451807)"
Franklin County,0.06475,"Labadie
(38.5289, -90.849998)"
Perry County,0.07975,"Perryville
(37.72558, -89.873446)"
Putnam County,0.06225,"Powersville
(42.936401, -92.686897)"
Platte County,0.091,"Parkville Pc 1 Cid And Parkville Commons Tdd
(41.698643, -90.544805)"
Clinton County,0.07225,"Holt
(42.640311, -84.515306)"
St Louis City,0.09679,"St Louis Hadley Dean Building Cid
(38.630276, -90.200309)"
Sullivan County,0.06975,"Humphreys
(34.555801, -99.2369)"
St Louis County,0.08113,"Valley Park (x1)
(41.478143, -87.055372)"
Dekalb County,0.081,"Stewartsville
(40.694041, -75.111097)"
St Louis City,0.10679,"St Louis 1100 Washington Cid And Washington Avenue Tdd
(38.630276, -90.200309)"
Jackson County,0.09225,"Raytown Hwy 350 Cid
(40.336919, -75.921965)"
Gasconade County,0.061,"Mount Sterling
(38.056374, -83.942105)"
Scott County,0.08475,"Miner Miner Gateway Cid
(38.257198, -77.837799)"
Ralls County,0.06725,"Ralls
(33.673434, -101.387797)"
Montgomery County,0.07475,"Middletown
(41.544654, -72.651713)"
Clay County,0.08225,"Kearney Kearney West Side Cid
(28.88685, -97.900997)"
Scotland County,0.05475,"South Gorin
(40.360153, -92.024668)"
Christian County,0.05975,"Oldfield
(40.954885, -73.13662)"
Harrison County,0.07725,"Ridgeway
(36.577615, -79.858103)"
Benton County,0.06225,"Mora
(45.87578, -93.292054)"
St Louis County,0.08363,"Jennings (t6)
(38.728641, -90.267433)"
Miller County,0.08725,"Lake Ozark Horseshoe Bend Tdd
(30.229289, -93.217112)"
Ozark County,0.06725,"Souder
(36.788898, -92.458298)"
Ralls County,0.06725,"Rensselaer
(42.64735, -73.739147)"
St Charles County,0.0895,"St Peters Suemandy Drive One Cid
(27.772069, -82.638488)"
Jasper County,0.052,"Oakland Park
(26.172296, -80.131699)"
Jackson County,0.0935,"Kansas City M150 & 135th St Tdd
(39.099792, -94.578559)"
Greene County,0.05475,"Turners
(37.180801, -93.155296)"
Perry County,0.061,"Menfro
(37.776901, -89.723297)"
St Charles County,0.0795,"St Charles
(41.913374, -88.315573)"
Camden County,0.06475,"Stoutland
(37.814546, -92.515588)"
Cole County,0.05725,"Marion
(37.730788, -88.94193)"
Shannon County,0.05225,"Teresita
(36.109413, -94.99295)"
Cedar County,0.06225,"Jerico Springs
(37.620296, -94.01033)"
Vernon County,0.05225,"Moundville
(32.997286, -87.623444)"
Ste Genevieve County,0.08225,"St Mary
(40.424198, -96.289703)"
Platte County,0.071,"Platte Woods
(39.229008, -94.651702)"
St Louis County,0.08363,"Kinloch
(38.740626, -90.324877)"
St Louis County,0.08363,"St Ann (t1)
(38.15749, -79.071325)"
St Louis City,0.09679,"St Louis Ballpark Village Cid
(38.630276, -90.200309)"
Franklin County,0.08725,"New Haven
(41.308252, -72.924161)"
St Louis County,0.08613,"Kirkwood (t2)
(38.583286, -90.406286)"
Jackson County,0.0785,"Lees Summit
(38.913214, -94.374672)"
Franklin County,0.08975,"Pacific Viaduct Commercial Area Cid
(41.699322, -73.921694)"
Jefferson County,0.066,"Imperial
(40.451115, -80.250582)"
Butler County,0.05225,"Rombauer
(36.843102, -90.279999)"
Chariton County,0.061,"Prairie Hill
(31.6553, -96.789286)"
Polk County,0.066,"Morrisville
(35.819652, -78.823028)"
Franklin County,0.0635,"Krakow
(44.761366, -88.252488)"
Howell County,0.05162,"Moody
(43.275002, -70.597504)"
Jackson County,0.08975,"Kansas City Martin City Cid
(39.099792, -94.578559)"
St Louis County,0.08363,"Manchester (x3)
(42.990926, -71.463091)"
Montgomery County,0.07975,"Montgomery City
(38.977469, -91.504986)"
St Louis County,0.08363,"Manchester (x2)
(42.990926, -71.463091)"
Cape Girardeau County,0.05225,"Millersville
(35.303902, -118.456902)"
Montgomery County,0.07475,"Rhineland
(38.71854, -91.516063)"
Clay County,0.091,"Liberty Liberty Triangle Cid
(39.244739, -94.418465)"
Gentry County,0.06725,"King City
(36.21432, -121.123656)"
St Charles County,0.0895,"Ofallon Mexico Rd Tdd
(38.590174, -89.910865)"
Moniteau County,0.06225,"Lupus
(38.846252, -92.45322)"
St Louis County,0.08113,"Pine Lawn
(38.690861, -90.278504)"
Jefferson County,0.0685,"House Springs
(38.408901, -90.57)"
Boone County,0.07475,"Rocheport
(38.980163, -92.564029)"
Jackson County,0.0885,"Lees Summit I 470 Cid
(37.977093, -103.544031)"
Howell County,0.05162,"Lanton
(35.691399, -86.949203)"
Livingston County,0.04975,"Utica
(43.102016, -75.230012)"
St Louis County,0.08613,"St John (t8) St John Crossings Tdd
(37.65568, -122.412482)"
Pettis County,0.07725,"La Monte
(38.773663, -93.421979)"
Camden County,0.08725,"Linn Creek
(38.03778, -92.712438)"
Holt County,0.06725,"Oregon
(42.925797, -89.383942)"
St Louis County,0.09363,"Manchester (t1) Manchester Highlands Tdd
(42.990926, -71.463091)"
Scott County,0.05225,"Perkins
(32.910333, -81.953216)"
St Louis County,0.08363,"Jennings (t2)
(38.728641, -90.267433)"
Barton County,0.07725,"Lamar
(38.086092, -102.618982)"
Jasper County,0.0645,"Purcell
(35.012961, -97.362662)"
Taney County,0.081,"Rockaway Beach
(45.613158, -123.943819)"
Cooper County,0.07225,"Otterville
(42.508598, -91.946404)"
Carter County,0.08225,"Van Buren Landing River Center Cid
(35.436742, -94.347781)"
Cass County,0.06975,"Lake Winnebago
(38.830758, -94.359844)"
Mercer County,0.06475,"South Lineville
(40.57852, -93.523982)"
Webster County,0.08558,"Rogersville
(36.407893, -83.007123)"
Dallas County,0.06225,"Plad
(37.7486, -92.975304)"
Jefferson County,0.0735,"House Springs Big River Ambulance District
(39.727798, -121.4011)"
St Louis County,0.08613,"Rock Hill (t1)
(40.611777, -79.83529)"
St Louis County,0.08863,"Town And Country Town & Country Crossing Tdd
(43.016642, -78.878854)"
Nodaway County,0.06225,"Pickering
(31.033899, -93.270599)"
Moniteau County,0.06225,"Sandy Hook
(38.086478, -83.125928)"
Jackson County,0.0885,"Lees Summit I-470 & 350 Tdd
(37.977093, -103.544031)"
Miller County,0.07725,"Osage Beach
(38.147413, -92.621399)"
Randolph County,0.08475,"Moberly
(39.421755, -92.433556)"
Lewis County,0.0735,"Steffenville
(39.9706, -91.881897)"
Johnson County,0.08475,"Knob Noster
(38.765023, -93.556534)"
Jasper County,0.0745,"Oronogo
(37.190771, -94.466788)"
St Louis County,0.08363,"Northwoods
(38.705303, -90.282953)"
Perry County,0.061,"Uniontown
(39.899226, -79.7283)"
Jackson County,0.076,"Sugar Creek
(40.507902, -81.638847)"
Greene County,0.07975,"Springfield Commercial Street Cid
(39.79936, -89.643624)"
Morgan County,0.05725,"Rocky Mount
(35.939032, -77.800239)"
Lincoln County,0.07975,"Moscow Mills
(38.948588, -90.917706)"
Lafayette County,0.0585,"Napoleon
(41.391099, -84.124808)"
Pettis County,0.06725,"Smithton
(40.153728, -79.742244)"
Mcdonald County,0.07975,"South West City
(36.520961, -94.612033)"
Vernon County,0.06725,"Sheldon
(29.861739, -95.129401)"
Clay County,0.086,"Kansas City Antioch Center Cid
(39.099792, -94.578559)"
Osage County,0.07475,"Linn
(38.577737, -91.966205)"
Holt County,0.07725,"Maitland
(28.627067, -81.359104)"
Bates County,0.06475,"Hume
(36.785, -118.912804)"
Jackson County,0.08975,"Kansas City Skelly Cid
(39.099792, -94.578559)"
Clay County,0.091,"Liberty Liberty Corners Cid
(39.244739, -94.418465)"
Morgan County,0.07725,"Laurie
(38.196361, -92.828965)"
Clay County,0.05225,"Oakwood Manor
(39.196899, -94.564201)"
